candidate,current_weight,season,week,game_id,away_team,home_team,home_current_offense_epa,home_current_defense_epa,away_current_offense_epa,away_current_defense_epa,home_offensive_plays,home_defensive_plays,away_offensive_plays,away_defensive_plays,feature_x,feature_z,training_feature_mean,training_feature_sd,intercept,coefficient,projected_home_margin,actual_home_margin,prediction_error,absolute_error,opening_home_spread,selected_side,ats_result,home_prior_fallback,away_prior_fallback,home_prior_opponent_type,away_prior_opponent_type,prior_opponent_bucket
fixed_prior_75_25,0.75,2020,3,401234571,Syracuse,Pittsburgh,0.8231641895908272,-0.11094772650590712,-0.221887630568427,0.3916056325120798,,,,,1.1973285280866053,4.5456296344271205,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,55.15694646438875,11.0,44.15694646438875,44.15694646438875,,,,fixed_prior_blend,fixed_prior_blend,unknown,FBS,unknown
current_production,,2020,3,401236939,App State,Marshall,0.551158003757652,-0.19716426450843427,0.3319984144200024,-0.14066376243351494,,,,,0.275660091412569,1.0585051083113217,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,16.131858049648763,10.0,6.131858049648763,6.131858049648763,,,,current_production,current_production,unknown,FBS,unknown
fixed_prior_25_75,0.25,2020,3,401236939,App State,Marshall,0.551158003757652,-0.19716426450843427,0.3319984144200024,-0.14066376243351494,,,,,-0.06657761961489667,-0.23634829926791792,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,1.6409018659896195,10.0,-8.359098134010381,8.359098134010381,,,,fixed_prior_blend,fixed_prior_blend,unknown,FBS,unknown
fixed_prior_50_50,0.5,2020,3,401236939,App State,Marshall,0.551158003757652,-0.19716426450843427,0.3319984144200024,-0.14066376243351494,,,,,0.04750161739425851,0.1952695032584952,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,6.471220593875999,10.0,-3.528779406124001,3.528779406124001,,,,fixed_prior_blend,fixed_prior_blend,unknown,FBS,unknown
fixed_prior_75_25,0.75,2020,3,401236939,App State,Marshall,0.551158003757652,-0.19716426450843427,0.3319984144200024,-0.14066376243351494,,,,,0.16158085440341374,0.6268873057849086,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,11.30153932176238,10.0,1.3015393217623803,1.3015393217623803,,,,fixed_prior_blend,fixed_prior_blend,unknown,FBS,unknown
current_production,,2020,3,401241282,South Florida,Notre Dame,0.17801219804827398,0.018092971121272502,0.15194887825868486,0.021665058866966545,,,,,0.029635407535283154,0.12767285341249543,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,5.714733345708034,52.0,-46.285266654291966,46.285266654291966,,,,current_production,current_production,FBS,unknown,unknown
fixed_prior_25_75,0.25,2020,3,401241282,South Florida,Notre Dame,0.17801219804827398,0.018092971121272502,0.15194887825868486,0.021665058866966545,,,,,0.17097587982649765,0.6624333028839761,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,11.699341484889128,52.0,-40.30065851511087,40.30065851511087,,,,fixed_prior_blend,fixed_prior_blend,FBS,unknown,unknown
fixed_prior_50_50,0.5,2020,3,401241282,South Florida,Notre Dame,0.17801219804827398,0.018092971121272502,0.15194887825868486,0.021665058866966545,,,,,0.12386238906275951,0.48417981972681595,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,9.704472105162097,52.0,-42.2955278948379,42.2955278948379,,,,fixed_prior_blend,fixed_prior_blend,FBS,unknown,unknown
fixed_prior_75_25,0.75,2020,3,401241282,South Florida,Notre Dame,0.17801219804827398,0.018092971121272502,0.15194887825868486,0.021665058866966545,,,,,0.07674889829902132,0.3059263365696556,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,7.709602725435065,52.0,-44.29039727456494,44.29039727456494,,,,fixed_prior_blend,fixed_prior_blend,FBS,unknown,unknown
current_production,,2020,4,401207132,UAB,South Alabama,0.2113254959105924,0.15316964079065287,0.18133182128336942,0.23102642604091325,,,,,0.10785045987748337,0.4235988247066371,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,9.026498413884491,-32.0,41.02649841388449,41.02649841388449,,,,current_production,current_production,FBS,FBS,FBS
fixed_prior_25_75,0.25,2020,4,401207132,UAB,South Alabama,0.2113254959105924,0.15316964079065287,0.18133182128336942,0.23102642604091325,,,,,-0.14977265809546783,-0.5511160048689183,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-1.8817247133561086,-32.0,30.118275286643893,30.118275286643893,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_50_50,0.5,2020,4,401207132,UAB,South Alabama,0.2113254959105924,0.15316964079065287,0.18133182128336942,0.23102642604091325,,,,,-0.06389828543781742,-0.22621106167706648,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,1.7543496623907586,-32.0,33.75434966239076,33.75434966239076,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_75_25,0.75,2020,4,401207132,UAB,South Alabama,0.2113254959105924,0.15316964079065287,0.18133182128336942,0.23102642604091325,,,,,0.021976087219833018,0.09869388151478549,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,5.390424038137627,-32.0,37.390424038137624,37.390424038137624,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
current_production,,2020,4,401207134,Middle Tennessee,UTSA,0.1960153143207523,0.10472019364495289,-0.22160521006745004,0.29328606032730914,,,,,0.6061863910705587,2.3090484926794983,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,30.126932150370926,2.0,28.126932150370926,28.126932150370926,,,,current_production,current_production,FBS,FBS,FBS
fixed_prior_25_75,0.25,2020,4,401207134,Middle Tennessee,UTSA,0.1960153143207523,0.10472019364495289,-0.22160521006745004,0.29328606032730914,,,,,0.044626986425164133,0.18439336195106942,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,6.349503582351242,2.0,4.349503582351242,4.349503582351242,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_50_50,0.5,2020,4,401207134,Middle Tennessee,UTSA,0.1960153143207523,0.10472019364495289,-0.22160521006745004,0.29328606032730914,,,,,0.23181345464029562,0.8926117388605457,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,14.27531310502447,2.0,12.27531310502447,12.27531310502447,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_75_25,0.75,2020,4,401207134,Middle Tennessee,UTSA,0.1960153143207523,0.10472019364495289,-0.22160521006745004,0.29328606032730914,,,,,0.4189999228554271,1.6008301157700218,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,22.201122627697696,2.0,20.201122627697696,20.201122627697696,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
current_production,,2020,4,401215303,Georgia Southern,Louisiana,0.17674905739330338,0.11014700892442274,0.2212094545046004,0.35010507822432735,,,,,0.19549767218860759,0.755211291331545,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,12.737637988209315,2.0,10.737637988209315,10.737637988209315,,,,current_production,current_production,FBS,unknown,unknown
fixed_prior_25_75,0.25,2020,4,401215303,Georgia Southern,Louisiana,0.17674905739330338,0.11014700892442274,0.2212094545046004,0.35010507822432735,,,,,0.18791718359549733,0.72653057857071,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,12.416666556616633,2.0,10.416666556616633,10.416666556616633,,,,fixed_prior_blend,fixed_prior_blend,FBS,unknown,unknown
fixed_prior_50_50,0.5,2020,4,401215303,Georgia Southern,Louisiana,0.17674905739330338,0.11014700892442274,0.2212094545046004,0.35010507822432735,,,,,0.19044401312653408,0.7360908161576549,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,12.523657033814196,2.0,10.523657033814196,10.523657033814196,,,,fixed_prior_blend,fixed_prior_blend,FBS,unknown,unknown
fixed_prior_75_25,0.75,2020,4,401215303,Georgia Southern,Louisiana,0.17674905739330338,0.11014700892442274,0.2212094545046004,0.35010507822432735,,,,,0.19297084265757083,0.7456510537446,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,12.630647511011755,2.0,10.630647511011755,10.630647511011755,,,,fixed_prior_blend,fixed_prior_blend,FBS,unknown,unknown
current_production,,2020,4,401234593,Florida State,Miami,0.345517176272424,0.17962422185554533,0.07709366475380255,0.14585420960865633,,,,,0.23465349927173246,0.9033570230598021,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,14.39556566921511,42.0,-27.60443433078489,27.60443433078489,,,,current_production,current_production,FBS,FBS,FBS
fixed_prior_25_75,0.25,2020,4,401234593,Florida State,Miami,0.345517176272424,0.17962422185554533,0.07709366475380255,0.14585420960865633,,,,,0.06637832659527139,0.2666893685896198,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,7.270494189711849,42.0,-34.72950581028815,34.72950581028815,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_50_50,0.5,2020,4,401234593,Florida State,Miami,0.345517176272424,0.17962422185554533,0.07709366475380255,0.14585420960865633,,,,,0.1224700508207584,0.47891192007968053,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,9.645518016212936,42.0,-32.35448198378707,32.35448198378707,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_75_25,0.75,2020,4,401234593,Florida State,Miami,0.345517176272424,0.17962422185554533,0.07709366475380255,0.14585420960865633,,,,,0.1785617750462454,0.6911344715697412,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,12.020541842714021,42.0,-29.97945815728598,29.97945815728598,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
current_production,,2020,4,401234594,Georgia Tech,Syracuse,-0.20781760191888973,0.19199033274368157,0.1314973383523313,0.2110228674723447,,,,,-0.32028240554255794,-1.1962381535780695,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-9.101412081310354,17.0,-26.101412081310354,26.101412081310354,,,,current_production,current_production,FBS,FBS,FBS
fixed_prior_25_75,0.25,2020,4,401234594,Georgia Tech,Syracuse,-0.20781760191888973,0.19199033274368157,0.1314973383523313,0.2110228674723447,,,,,-0.022777263663651043,-0.07063003290158382,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,3.4954871979585938,17.0,-13.504512802041406,13.504512802041406,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_50_50,0.5,2020,4,401234594,Georgia Tech,Syracuse,-0.20781760191888973,0.19199033274368157,0.1314973383523313,0.2110228674723447,,,,,-0.12194564428995336,-0.44583273979374577,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-0.7034792284643894,17.0,-17.70347922846439,17.70347922846439,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_75_25,0.75,2020,4,401234594,Georgia Tech,Syracuse,-0.20781760191888973,0.19199033274368157,0.1314973383523313,0.2110228674723447,,,,,-0.22111402491625556,-0.8210354466859073,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-4.9024456548873685,17.0,-21.90244565488737,21.90244565488737,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
current_production,,2020,4,401234595,Louisville,Pittsburgh,0.3035769405543616,-0.16899871463189758,0.3076570857732047,0.15084934245085524,,,,,0.3157679118639097,1.2102526986808324,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,17.830094830854335,3.0,14.830094830854335,14.830094830854335,,,,current_production,current_production,FBS,FBS,FBS
fixed_prior_25_75,0.25,2020,4,401234595,Louisville,Pittsburgh,0.3035769405543616,-0.16899871463189758,0.3076570857732047,0.15084934245085524,,,,,0.06536120842637555,0.2628411108305564,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,7.227427589088487,3.0,4.227427589088487,4.227427589088487,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_50_50,0.5,2020,4,401234595,Louisville,Pittsburgh,0.3035769405543616,-0.16899871463189758,0.3076570857732047,0.15084934245085524,,,,,0.14883010957222031,0.5786449734473154,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,10.76165000301044,3.0,7.761650003010439,7.761650003010439,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_75_25,0.75,2020,4,401234595,Louisville,Pittsburgh,0.3035769405543616,-0.16899871463189758,0.3076570857732047,0.15084934245085524,,,,,0.23229901071806502,0.8944488360640741,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,14.295872416932387,3.0,11.295872416932387,11.295872416932387,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
current_production,,2020,4,401234734,Tulane,Southern Miss,0.22329520591339538,0.27137719709860325,0.07434818102344484,0.1171962461040446,,,,,-0.005233926104608114,-0.004254967598460135,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,4.238303456050125,-42.0,46.238303456050126,46.238303456050126,,,,current_production,current_production,FBS,FBS,FBS
fixed_prior_25_75,0.25,2020,4,401234734,Tulane,Southern Miss,0.22329520591339538,0.27137719709860325,0.07434818102344484,0.1171962461040446,,,,,-0.047151410224950174,-0.16284940474398468,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,2.463442281653254,-42.0,44.46344228165326,44.46344228165326,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_50_50,0.5,2020,4,401234734,Tulane,Southern Miss,0.22329520591339538,0.27137719709860325,0.07434818102344484,0.1171962461040446,,,,,-0.03317891551816948,-0.10998459236214315,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,3.055062673118878,-42.0,45.055062673118876,45.055062673118876,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_75_25,0.75,2020,4,401234734,Tulane,Southern Miss,0.22329520591339538,0.27137719709860325,0.07434818102344484,0.1171962461040446,,,,,-0.01920642081138879,-0.05711977998030161,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,3.6466830645845016,-42.0,45.6466830645845,45.6466830645845,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
current_production,,2020,4,401235995,Texas,Texas Tech,0.36531358453695995,0.31556598616631965,0.7335305180627993,-0.057267112773052666,,,,,-0.7410500324652116,-2.7882088159698126,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-26.917465218567,-7.0,-19.917465218567,19.917465218567,,,,current_production,current_production,unknown,FBS,unknown
fixed_prior_25_75,0.25,2020,4,401235995,Texas,Texas Tech,0.36531358453695995,0.31556598616631965,0.7335305180627993,-0.057267112773052666,,,,,-0.29869432929059136,-1.1145598545559725,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-8.187334359958268,-7.0,-1.1873343599582675,1.1873343599582675,,,,fixed_prior_blend,fixed_prior_blend,unknown,FBS,unknown
fixed_prior_50_50,0.5,2020,4,401235995,Texas,Texas Tech,0.36531358453695995,0.31556598616631965,0.7335305180627993,-0.057267112773052666,,,,,-0.446146230348798,-1.6724428416939188,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-14.430711312827839,-7.0,-7.430711312827839,7.430711312827839,,,,fixed_prior_blend,fixed_prior_blend,unknown,FBS,unknown
fixed_prior_75_25,0.75,2020,4,401235995,Texas,Texas Tech,0.36531358453695995,0.31556598616631965,0.7335305180627993,-0.057267112773052666,,,,,-0.5935981314070049,-2.230325828831866,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-20.674088265697424,-7.0,-13.674088265697424,13.674088265697424,,,,fixed_prior_blend,fixed_prior_blend,unknown,FBS,unknown
current_production,,2020,4,401235996,Kansas State,Oklahoma,0.9161338050972188,-0.2757023236981316,0.12533034512755112,0.2309205995126877,,,,,1.2974263831804869,4.924348999895538,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,59.395268500522555,-3.0,62.395268500522555,62.395268500522555,,,,current_production,current_production,unknown,FBS,unknown
fixed_prior_25_75,0.25,2020,4,401235996,Kansas State,Oklahoma,0.9161338050972188,-0.2757023236981316,0.12533034512755112,0.2309205995126877,,,,,0.5413346513803254,2.063682498753127,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,27.380993616993408,-3.0,30.380993616993408,30.380993616993408,,,,fixed_prior_blend,fixed_prior_blend,unknown,FBS,unknown
fixed_prior_50_50,0.5,2020,4,401235996,Kansas State,Oklahoma,0.9161338050972188,-0.2757023236981316,0.12533034512755112,0.2309205995126877,,,,,0.7933652286470458,3.0172379991339304,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,38.052418578169785,-3.0,41.052418578169785,41.052418578169785,,,,fixed_prior_blend,fixed_prior_blend,unknown,FBS,unknown
fixed_prior_75_25,0.75,2020,4,401235996,Kansas State,Oklahoma,0.9161338050972188,-0.2757023236981316,0.12533034512755112,0.2309205995126877,,,,,1.0453958059137665,3.970793499514735,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,48.72384353934618,-3.0,51.72384353934618,51.72384353934618,,,,fixed_prior_blend,fixed_prior_blend,unknown,FBS,unknown
current_production,,2020,4,401235997,West Virginia,Oklahoma State,-0.11633973918608934,-0.05137232206606797,0.6582844442436676,0.1529462288293175,,,,,-0.5703056325343715,-2.1421988616261847,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-19.687842245181663,14.0,-33.68784224518166,33.68784224518166,,,,current_production,current_production,FBS,unknown,unknown
fixed_prior_25_75,0.25,2020,4,401235997,West Virginia,Oklahoma State,-0.11633973918608934,-0.05137232206606797,0.6582844442436676,0.1529462288293175,,,,,-0.007647209359494103,-0.013385603835658039,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,4.1361207310654295,14.0,-9.863879268934571,9.863879268934571,,,,fixed_prior_blend,fixed_prior_blend,FBS,unknown,unknown
fixed_prior_50_50,0.5,2020,4,401235997,West Virginia,Oklahoma State,-0.11633973918608934,-0.05137232206606797,0.6582844442436676,0.1529462288293175,,,,,-0.19520001708445325,-0.7229900230991669,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-3.8052002610169344,14.0,-17.805200261016935,17.805200261016935,,,,fixed_prior_blend,fixed_prior_blend,FBS,unknown,unknown
fixed_prior_75_25,0.75,2020,4,401235997,West Virginia,Oklahoma State,-0.11633973918608934,-0.05137232206606797,0.6582844442436676,0.1529462288293175,,,,,-0.3827528248094123,-1.4325944423626755,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,-11.746521253099296,14.0,-25.746521253099296,25.746521253099296,,,,fixed_prior_blend,fixed_prior_blend,FBS,unknown,unknown
current_production,,2020,4,401236223,Troy,BYU,0.5463460597879173,-0.32870932140801035,0.23116422698383327,-0.11396805905340608,,,,,0.5299230951586883,2.0205069748898814,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,26.89780793678695,41.0,-14.10219206321305,14.10219206321305,,,,current_production,current_production,FBS,FBS,FBS
fixed_prior_25_75,0.25,2020,4,401236223,Troy,BYU,0.5463460597879173,-0.32870932140801035,0.23116422698383327,-0.11396805905340608,,,,,0.14900721512528278,0.5793150507692904,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,10.769148968573312,41.0,-30.23085103142669,30.23085103142669,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
fixed_prior_50_50,0.5,2020,4,401236223,Troy,BYU,0.5463460597879173,-0.32870932140801035,0.23116422698383327,-0.11396805905340608,,,,,0.275979175136418,1.0597123588094874,-0.004109312026389445,0.26430614386480045,4.459917239121212,42.341786766146875,16.145368624644526,41.0,-24.854631375355474,24.854631375355474,,,,fixed_prior_blend,fixed_prior_blend,FBS,FBS,FBS
